Name,CAS,Cnumber,Hnumber,Onumber,Nnumber,Ringnumber,Molmass,Phase,Tchar,thetachar,DeltaCp,phi0,Annotation
Farnesol A,4602-84-0,15,26,1,0,0,222.37,Rxi17SilMS,210.17946,33.54453,115.84579,0.001,Masterthesis.Marquart.2020
Coumarin,91-64-5,9,6,2,0,2,146.14,Rxi17SilMS,210.54231,38.70781,93.95035,0.001,Masterthesis.Marquart.2020
Iso E Super A,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,213.41408,37.05338,101.05373,0.001,Masterthesis.Marquart.2020
Amylcinnamylalkohol A,101-85-9,14,20,1,0,1,204.31,Rxi17SilMS,213.44392,33.60802,93.7796,0.001,Masterthesis.Marquart.2020
Santalol A,11031-45-1,15,24,1,0,2,220.35,Rxi17SilMS,213.89644,36.38628,104.29366,0.001,Masterthesis.Marquart.2020
Iso E Super B,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,214.71959,37.38534,103.15904,0.001,Masterthesis.Marquart.2020
Santalol B,11031-45-1,15,24,1,0,2,220.35,Rxi17SilMS,214.90832,35.98627,107.62904,0.001,Masterthesis.Marquart.2020
Farnesol B,4602-84-0,15,26,1,0,0,222.37,Rxi17SilMS,215.34922,35.98212,156.36256,0.001,Masterthesis.Marquart.2020
Amylcinnamylaldehyd,122-40-7,14,18,1,0,1,202.3,Rxi17SilMS,215.63001,35.61101,109.2892,0.001,Masterthesis.Marquart.2020
Isoeugenylacetat,93-29-8,12,14,3,0,1,206.24,Rxi17SilMS,216.50343,34.4119,118.98033,0.001,Masterthesis.Marquart.2020
Iso E Super C,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,217.20488,38.2447,102.52377,0.001,Masterthesis.Marquart.2020
3-Propylidenephthalide,17369-59-4,11,10,2,0,2,174.2,Rxi17SilMS,218.14281,37.65344,92.16397,0.001,Masterthesis.Marquart.2020
Iso E Super D,54464-57-2,16,26,1,0,2,234.38,Rxi17SilMS,218.27474,37.69429,108.20181,0.001,Masterthesis.Marquart.2020
Santalol C,11031-45-1,15,24,1,0,2,220.35,Rxi17SilMS,219.54458,37.11423,130.17746,0.001,Masterthesis.Marquart.2020
Amylcinnamylalkohol B,101-85-9,14,20,1,0,1,204.31,Rxi17SilMS,219.76656,35.37964,112.99904,0.001,Masterthesis.Marquart.2020
Santalol D,11031-45-1,15,24,1,0,2,220.35,Rxi17SilMS,221.35869,37.1241,126.57161,0.001,Masterthesis.Marquart.2020
Amylcinnamylalkohol C,101-85-9,14,20,1,0,1,204.31,Rxi17SilMS,223.19639,36.8772,124.45799,0.001,Masterthesis.Marquart.2020
alpha-Acetylcedrene A,32388-55-9,17,26,1,0,3,246.39,Rxi17SilMS,229.40017,37.84484,97.22736,0.001,Masterthesis.Marquart.2020
alpha-Acetylcedrene B,32388-55-9,17,26,1,0,3,246.39,Rxi17SilMS,231.79765,39.79843,113.08056,0.001,Masterthesis.Marquart.2020
alpha-Acetylcedrene C,32388-55-9,17,26,1,0,3,246.39,Rxi17SilMS,233.56447,42.87388,234.46617,0.001,Masterthesis.Marquart.2020
Benzylbenzoate,120-51-6,14,12,2,0,2,212.24,Rxi17SilMS,241.67566,37.95316,101.99548,0.001,Masterthesis.Marquart.2020
Hexadecanolaceton,109-29-5,16,30,2,0,1,254.41,Rxi17SilMS,247.67983,38.90929,95.3779,0.001,Masterthesis.Marquart.2020
Benzylsalicylate,118-58-1,14,12,3,0,2,228.25,Rxi17SilMS,252.8024,38.7381,99.95489,0.001,Masterthesis.Marquart.2020
Benzylcinnamate,103-41-3,16,14,2,0,2,238.28,Rxi17SilMS,278.55398,39.24036,116.9685,0.001,Masterthesis.Marquart.2020
Naphthalin,91-20-3,10,8,0,0,2,128.17,Rxi17SilMS,157.29603,35.22991,63.72058,0.001,Masterthesis.Duong.2021
Acenaphthylene,208-96-8,12,8,0,0,3,152.196,Rxi17SilMS,205.20664,37.55304,10.23897,0.001,Masterthesis.Duong.2021
Acenaphthene,83-32-9,12,10,0,0,3,154.212,Rxi17SilMS,208.1996,37.3574,14.94008,0.001,Masterthesis.Duong.2021
Fluorene,86-73-7,13,10,0,0,3,166.223,Rxi17SilMS,221.1151,37.67795,23.95037,0.001,Masterthesis.Duong.2021
Phenanthrene,85-01-8,14,10,0,0,3,178.234,Rxi17SilMS,251.75796,40.22078,37.47161,0.001,Masterthesis.Duong.2021
Anthracene,120-12-7,14,10,0,0,3,178.234,Rxi17SilMS,252.34732,39.89846,32.84119,0.001,Masterthesis.Duong.2021
Fluoranthene,206-44-0,16,10,0,0,4,202.256,Rxi17SilMS,286.09356,42.40966,52.12855,0.001,Masterthesis.Duong.2021
Pyrene,129-00-0,16,10,0,0,4,202.256,Rxi17SilMS,295.17631,43.34679,44.40744,0.001,Masterthesis.Duong.2021
Benz[a]anthracene,56-55-3,18,12,0,0,4,228.294,Rxi17SilMS,326.59607,43.86836,52.7625,0.001,Masterthesis.Duong.2021
Chrysene,218-01-9,18,12,0,0,4,228.294,Rxi17SilMS,329.1606,44.14434,53.04737,0.001,Masterthesis.Duong.2021
Benzo[b]fluoranthene,205-99-2,20,12,0,0,5,252.316,Rxi17SilMS,356.75196,46.26569,72.88226,0.001,Masterthesis.Duong.2021
Benzo[k]fluoranthene,207-08-9,20,12,0,0,5,252.316,Rxi17SilMS,356.97896,45.9474,69.95633,0.001,Masterthesis.Duong.2021
Benzo[a]pyrene,50-32-8,20,12,0,0,5,252.316,Rxi17SilMS,368.40389,47.64951,74.03631,0.001,Masterthesis.Duong.2021
"Dibenzo[a,h]anthracene",53-70-3,22,14,0,0,5,278.3466,Rxi17SilMS,391.68633,48.82286,100.8365,0.001,Masterthesis.Duong.2021
"Indeno[1,2,3-cd]pyrene",193-39-5,22,12,0,0,6,276.33,Rxi17SilMS,393.38396,49.56478,89.15503,0.001,Masterthesis.Duong.2021
Benzo[ghi]perylene,191-24-2,22,12,0,0,6,276.3307,Rxi17SilMS,402.86917,51.99827,102.53956,0.001,Masterthesis.Duong.2021
C7,142-82-5,7,16,0,0,0,100.21,SLB5ms,44.738,25.519,60.91,0.001,Blumberg.2017a
C8,111-65-9,8,18,0,0,0,114.2,SLB5ms,67.346,26.779,66.363,0.001,Blumberg.2017a
C9,111-84-2,9,20,0,0,0,128.26,SLB5ms,87.42,27.699,71.797,0.001,Blumberg.2017a
C10,124-18-5,10,22,0,0,0,142.28,SLB5ms,106.437,28.588,76.602,0.001,Blumberg.2017a
C11,1120-21-4,11,24,0,0,0,156.31,SLB5ms,124.746,29.628,83.819,0.001,Blumberg.2017a
C12,112-40-3,12,26,0,0,0,170.34,SLB5ms,141.255,30.301,92.491,0.001,Blumberg.2017a
C13,629-50-5,13,28,0,0,0,184.37,SLB5ms,156.657,30.962,98.511,0.001,Blumberg.2017a
C14,629-59-4,14,30,0,0,0,198.39,SLB5ms,171.12,31.564,103.961,0.001,Blumberg.2017a
C15,629-62-9,15,32,0,0,0,212.42,SLB5ms,184.746,32.117,109.405,0.001,Blumberg.2017a
1-Octanol,111-87-5,8,18,1,0,0,130.23,SLB5ms,119.497,29.317,92.778,0.001,Blumberg.2017a
1-Nonanol,143-08-8,9,20,1,0,0,144.26,SLB5ms,136.593,30.235,99.004,0.001,Blumberg.2017a
2-Octanol,123-96-6,8,18,1,0,0,130.23,SLB5ms,107.026,28.644,88.469,0.001,Blumberg.2017a
2-Nonanol,628-99-9,9,20,1,0,0,144.26,SLB5ms,124.844,29.561,93.722,0.001,Blumberg.2017a
5-Nonanol,623-93-8,9,20,1,0,0,144.26,SLB5ms,122.918,29.571,90.768,0.001,Blumberg.2017a
5-Decanol,5205-34-5,10,22,1,0,0,158.28,SLB5ms,139.539,30.354,96.469,0.001,Blumberg.2017a
2-Octanone,111-13-7,8,16,1,0,0,128.21,SLB5ms,105.291,28.876,81.294,0.001,Blumberg.2017a
2-Decanone,693-54-9,10,20,1,0,0,156.27,SLB5ms,140.205,30.591,91.994,0.001,Blumberg.2017a
C7,142-82-5,7,16,0,0,0,100.21,SPB50,28.239,24.906,50.692,0.001,Blumberg.2017a
C8,111-65-9,8,18,0,0,0,114.2,SPB50,51.055,26.156,58.211,0.001,Blumberg.2017a
C9,111-84-2,9,20,0,0,0,128.26,SPB50,71.914,27.275,62.689,0.001,Blumberg.2017a
C10,124-18-5,10,22,0,0,0,142.28,SPB50,91.129,28.227,66.861,0.001,Blumberg.2017a
C11,1120-21-4,11,24,0,0,0,156.31,SPB50,108.954,29.003,74.488,0.001,Blumberg.2017a
C12,112-40-3,12,26,0,0,0,170.34,SPB50,125.518,29.71,80.744,0.001,Blumberg.2017a
C13,629-50-5,13,28,0,0,0,184.37,SPB50,140.988,30.37,85.071,0.001,Blumberg.2017a
C14,629-59-4,14,30,0,0,0,198.39,SPB50,155.514,30.95,89.343,0.001,Blumberg.2017a
C15,629-62-9,15,32,0,0,0,212.42,SPB50,169.186,31.461,93.281,0.001,Blumberg.2017a
1-Octanol,111-87-5,8,18,1,0,0,130.23,SPB50,121.996,30.178,80.169,0.001,Blumberg.2017a
1-Nonanol,143-08-8,9,20,1,0,0,144.26,SPB50,138.268,30.925,85.39,0.001,Blumberg.2017a
2-Octanol,123-96-6,8,18,1,0,0,130.23,SPB50,107.115,29.065,78.13,0.001,Blumberg.2017a
2-Nonanol,628-99-9,9,20,1,0,0,144.26,SPB50,124.179,29.919,81.323,0.001,Blumberg.2017a
5-Nonanol,623-93-8,9,20,1,0,0,144.26,SPB50,121.566,29.894,81.309,0.001,Blumberg.2017a
5-Decanol,5205-34-5,10,22,1,0,0,158.28,SPB50,137.362,30.558,84.657,0.001,Blumberg.2017a
2-Octanone,111-13-7,8,16,1,0,0,128.21,SPB50,110.704,29.424,76.479,0.001,Blumberg.2017a
2-Decanone,693-54-9,10,20,1,0,0,156.27,SPB50,143.143,30.959,85.186,0.001,Blumberg.2017a
C7,142-82-5,7,16,0,0,0,100.21,Wax,0.932,23.664,50.469,0.001,Blumberg.2017a
C8,111-65-9,8,18,0,0,0,114.2,Wax,24.632,25.016,61.678,0.001,Blumberg.2017a
C9,111-84-2,9,20,0,0,0,128.26,Wax,46.169,26.346,67.749,0.001,Blumberg.2017a
C10,124-18-5,10,22,0,0,0,142.28,Wax,66.044,27.526,74.429,0.001,Blumberg.2017a
C11,1120-21-4,11,24,0,0,0,156.31,Wax,84.475,28.633,76.138,0.001,Blumberg.2017a
C12,112-40-3,12,26,0,0,0,170.34,Wax,101.695,29.608,81.796,0.001,Blumberg.2017a
C13,629-50-5,13,28,0,0,0,184.37,Wax,117.853,30.51,87.457,0.001,Blumberg.2017a
C14,629-59-4,14,30,0,0,0,198.39,Wax,133.079,31.34,92.855,0.001,Blumberg.2017a
C15,629-62-9,15,32,0,0,0,212.42,Wax,147.466,32.122,98.572,0.001,Blumberg.2017a
1-Octanol,111-87-5,8,18,1,0,0,130.23,Wax,155.402,32.317,97.29,0.001,Blumberg.2017a
1-Nonanol,143-08-8,9,20,1,0,0,144.26,Wax,169.041,33.106,102.053,0.001,Blumberg.2017a
2-Octanol,123-96-6,8,18,1,0,0,130.23,Wax,135.173,30.775,95.604,0.001,Blumberg.2017a
2-Nonanol,628-99-9,9,20,1,0,0,144.26,Wax,149.456,31.6,102.932,0.001,Blumberg.2017a
5-Nonanol,623-93-8,9,20,1,0,0,144.26,Wax,143.665,31.212,100.051,0.001,Blumberg.2017a
5-Decanol,5205-34-5,10,22,1,0,0,158.28,Wax,157.255,31.981,107.111,0.001,Blumberg.2017a
2-Octanone,111-13-7,8,16,1,0,0,128.21,Wax,118.769,32.266,70.902,0.001,Blumberg.2017a
2-Decanone,693-54-9,10,20,1,0,0,156.27,Wax,150.109,33.907,78.098,0.001,Blumberg.2017a
C9,111-84-2,9,20,0,0,0,128.26,FS5ms,98.04148,30.16794,89.33541,0.001,Leppert.2020-Sim
C10,124-18-5,10,22,0,0,0,142.28,FS5ms,118.08755,32.2439,112.49427,0.001,Leppert.2020-Sim
C11,1120-21-4,11,24,0,0,0,156.31,FS5ms,137.06724,33.71067,116.04194,0.001,Leppert.2020-Sim
C12,112-40-3,12,26,0,0,0,170.34,FS5ms,154.782,34.92063,121.44143,0.001,Leppert.2020-Sim
C13,629-50-5,13,28,0,0,0,184.37,FS5ms,171.31848,35.9285,125.62409,0.001,Leppert.2020-Sim
C14,629-59-4,14,30,0,0,0,198.39,FS5ms,186.83259,36.75978,126.75852,0.001,Leppert.2020-Sim
C15,629-62-9,15,32,0,0,0,212.42,FS5ms,201.25233,37.39081,129.62078,0.001,Leppert.2020-Sim
C16,544-76-3,16,34,0,0,0,226.45,FS5ms,215.1029,38.45816,142.17924,0.001,Leppert.2020-Sim
C17,629-78-7,17,36,0,0,0,240.47,FS5ms,227.90707,38.95243,145.36149,0.001,Leppert.2020-Sim
C18,593-45-3,18,38,0,0,0,254.5,FS5ms,240.10378,39.57574,153.28826,0.001,Leppert.2020-Sim
C19,629-92-5,19,40,0,0,0,268.53,FS5ms,251.79937,40.21112,159.4735,0.001,Leppert.2020-Sim
C20,112-95-8,20,42,0,0,0,282.55,FS5ms,262.80709,40.67479,164.99344,0.001,Leppert.2020-Sim
C21,629-94-7,21,44,0,0,0,296.58,FS5ms,273.39222,41.43008,179.46714,0.001,Leppert.2020-Sim
C22,629-97-0,22,46,0,0,0,310.61,FS5ms,283.55153,41.89174,183.34827,0.001,Leppert.2020-Sim
C23,638-67-5,23,48,0,0,0,324.63,FS5ms,293.11083,42.24507,188.99009,0.001,Leppert.2020-Sim
C24,646-31-1,24,50,0,0,0,338.66,FS5ms,302.04722,42.20679,188.52772,0.001,Leppert.2020-Sim
C25,629-99-2,25,52,0,0,0,352.69,FS5ms,310.67465,42.26108,189.5066,0.001,Leppert.2020-Sim
C26,630-01-3,26,54,0,0,0,366.71,FS5ms,320.42005,44.16145,216.76864,0.001,Leppert.2020-Sim
C27,593-49-7,27,56,0,0,0,380.74,FS5ms,326.62167,41.90328,184.17462,0.001,Leppert.2020-Sim
C28,630-02-4,28,58,0,0,0,394.77,FS5ms,334.19187,41.82183,183.91453,0.001,Leppert.2020-Sim
C29,630-03-5,29,60,0,0,0,408.8,FS5ms,341.39609,41.66817,183.06594,0.001,Leppert.2020-Sim
C30,638-68-6,30,62,0,0,0,422.82,FS5ms,348.38866,41.57034,183.27924,0.001,Leppert.2020-Sim
Propyl acetate,109-60-4,5,10,2,0,0,102.133,DB5ms,47.51310607595485,25.044521312364036,42.99298843553202,0.001,Boswell.2012
Butyl acetate,123-86-4,6,12,2,0,0,116.16,DB5ms,69.5869218022591,26.44227272948529,51.751421393282335,0.001,Boswell.2012
Pentyl acetate,628-63-7,7,14,2,0,0,130.19,DB5ms,89.88058095486485,27.479797921497543,62.650713051498585,0.001,Boswell.2012
Hexyl acetate,142-92-7,8,16,2,0,0,144.214,DB5ms,108.60731235799511,28.3882294159022,66.54377992256221,0.001,Boswell.2012
Octyl acetate,112-14-1,10,20,2,0,0,172.268,DB5ms,142.41015936146562,29.99833265035259,79.4255496294266,0.001,Boswell.2012
Decyl acetate,112-17-4,12,24,2,0,0,200.32,DB5ms,172.29034275691873,31.28763550482248,83.71868535852178,0.001,Boswell.2012
2-Hexanone,591-78-6,6,12,1,0,0,100.16,DB5ms,64.59253766659742,26.797396569212786,55.476603279088316,0.001,Boswell.2012
2-Heptanone,110-43-0,7,14,1,0,0,114.19,DB5ms,85.8911081904264,28.008360760988918,54.31333991114305,0.001,Boswell.2012
2-Octanone,111-13-7,8,16,1,0,0,128.21,DB5ms,105.43234443849116,28.957254419706018,63.46603920685373,0.001,Boswell.2012
2-Nonanone,821-55-6,9,18,1,0,0,142.24,DB5ms,123.57526509545914,29.772238914150165,70.05798868313282,0.001,Boswell.2012
2-Decanone,693-54-9,10,20,1,0,0,156.27,DB5ms,140.4465479868212,30.49979065395563,75.99138991750256,0.001,Boswell.2012
2-Undecanone,112-12-9,11,22,1,0,0,170.29,DB5ms,156.25914039730606,31.2396313189346,81.75463386981987,0.001,Boswell.2012
2-Dodecanone,6175-49-1,12,24,1,0,0,184.32,DB5ms,171.27741000893946,31.857078537957914,76.8879449341471,0.001,Boswell.2012
2-Tridecanone,593-08-8,13,26,1,0,0,198.34,DB5ms,185.04417679524238,32.361856121794624,88.6526396390537,0.001,Boswell.2012
2-Pentadecanone,2345-28-0,15,30,1,0,0,226.4,DB5ms,210.52237734162577,33.20052106520616,93.15017067495512,0.001,Boswell.2012
Acetophenone,98-86-2,8,8,1,0,1,120.151,DB5ms,122.10884471598928,31.731123709039508,62.6774891482598,0.001,Boswell.2012
Propiophenone,93-55-0,9,10,1,0,1,134.178,DB5ms,138.95532859653673,32.31201500770563,68.59509951017087,0.001,Boswell.2012
Butyrophenone,495-40-9,10,12,1,0,1,148.2,DB5ms,153.16237417471802,32.899632864589314,66.29806635114005,0.001,Boswell.2012
Valerophenone,1009-14-9,11,14,1,0,1,162.23,DB5ms,168.7418416788875,33.50733244998638,72.3838397750733,0.001,Boswell.2012
Hexanophenone,942-92-7,12,16,1,0,1,176.25,DB5ms,183.49076249534818,34.01632538639208,74.21590832720582,0.001,Boswell.2012
Heptanophenone,1671-75-6,13,18,1,0,1,190.28,DB5ms,197.1225436591322,34.523917710928615,82.69479773976276,0.001,Boswell.2012
Octanophenone,1674-37-9,14,20,1,0,1,204.31,DB5ms,210.09874214453112,34.92995280711379,91.90937989149849,0.001,Boswell.2012
Tri-n-hexylamine,102-86-3,18,39,0,1,0,269.5,DB5ms,213.83847457870786,33.19823009476073,101.38456336484273,0.001,Boswell.2012
Tri-n-octylamine,1116-76-3,24,51,0,1,0,353.7,DB5ms,271.0785730826591,34.83272324249351,129.45317607563837,0.001,Boswell.2012
Tri-n-decylamine,102-87-4,36,75,0,1,0,522.0,DB5ms,316.7527118243387,35.77684420355345,151.15681134659928,0.001,Boswell.2012
Aniline,62-53-3,6,7,0,1,1,93.13,DB5ms,104.97822974646948,30.709853358255444,55.71686217549104,0.001,Boswell.2012
4-Ethylaniline,589-16-2,8,11,0,1,1,121.18,DB5ms,139.3862197645181,32.458384509362965,69.12511336440963,0.001,Boswell.2012
4-Butylaniline,104-13-2,10,15,0,1,1,149.23,DB5ms,170.4474852552941,33.87102607018063,74.22241701793118,0.001,Boswell.2012
4-Hexylaniline,33228-45-4,12,19,0,1,1,177.29,DB5ms,198.60455522305034,34.89021897221098,84.81612227578216,0.001,Boswell.2012
4-Octylaniline,16245-79-7,14,23,0,1,1,205.34,DB5ms,223.9381840904993,35.740120571317036,97.6371045503518,0.001,Boswell.2012
4-Decylaniline,37529-30-9,16,27,0,1,1,233.39,DB5ms,246.82905330231074,36.464792764938615,106.7257443818567,0.001,Boswell.2012
4-Dodecylaniline,104-42-7,18,31,0,1,1,261.4,DB5ms,267.5963783092667,37.02045057753974,116.51085751501381,0.001,Boswell.2012
4-Nitroaniline,100-01-6,6,6,2,2,1,138.12,DB5ms,204.1191519666708,36.82412599863072,82.67175845048163,0.001,Boswell.2012
Toluene ,108-88-3,7,8,0,0,1,92.14,DB5ms,61.02338320426651,28.372570832374038,39.22326122532605,0.001,Boswell.2012
Ethylbenzene,100-41-4,8,10,0,0,1,106.16,DB5ms,81.92683381195968,29.591881037298556,36.157398391403085,0.001,Boswell.2012
n-Butylbenzene ,104-51-8,10,14,0,0,1,134.22,DB5ms,119.79522769377166,31.161899553070565,59.474188653117245,0.001,Boswell.2012
Phenol,108-95-2,6,6,1,0,1,94.11,DB5ms,102.21238954538893,28.65371700590899,83.06972865914062,0.001,Boswell.2012
Linalool,78-70-6,10,18,1,0,0,154.25,DB5ms,125.54482063056724,30.169566290545,72.20732130130524,0.001,Boswell.2012
